titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['moment', 'magique']","['hotel', 'parfait', 'tout', 'point', 'magnifique', 'chambre', 'spacieuse', 'propre', 'très', 'belle', 'personnel', 'tellement', 'gentil', 'accueillant', 'mention', 'plus', 'studio', 'tout', 'cast', 'member', 'petit', 'soin', 'petit', 'déjeuner', 'dessus', 'autres', 'hotel', 'plus', 'jus', 'orange', 'pressé', 'detail', 'font', 'différence', 'reviendra']",oct 2021,None, None,octobre 2021,5,no,fr
"['néanmoins', 'recommandons', 'cet', 'hôtel', 'décoration', 'chambres']","['avon', 'passé', 'séjour', 'nuits', 'jours', 'cet', 'hôtel', 'sans', 'compter', 'disneyland', 'hôtel', 'bien', 'situé', 'min', 'pied', 'plutôt', 'appréciable', 'après', 'journée', 'marcher', 'décoration', 'thématisassions', 'beaucoup', 'plu', 'hall', 'entrée', 'restaurant', 'salon', 'chambresnous', 'somme', 'allé', 'piscinel', 'accueil', 'professionnel', 'chaleureux', 'manière', 'général', 'rien', 'dire', 'castmembers', 'chambres', 'classiques', 'empire', 'state', 'club', 'grandes', 'confortables', 'léger', 'problème', 'insonorisation', 'trop', 'haut', 'étages', 'car', 'vent', 'léger', 'bruit', 'peu', 'dommage', 'vue', 'prix', 'demandéla', 'super', 'héros', 'station', 'sympa', 'amusante', 'remercions', 'ailleurs', 'cast…']",oct 2021,None, None,septembre 2021,4,no,fr
"['malheureusement', 'cela', 'vaut', 'peine', 'attendre', 'visiter']","['somme', 'visiteurs', 'réguliers', 'dlp', 'grand', 'fan', 'attendions', 'impatience', 'voyage', 'enfin', 'découvrir', 'réinvention', 'hôtel', 'malheureusement', 'cela', 'vraiment', 'hauteur', 'battage', 'médiatique', 'chambres', 'joliment', 'décorées', 'murs', 'très', 'fin', 'pouvions', 'entendre', 'chaque', 'mot', 'chuchotement', 'pièce', 'voisine', 'quand', 'prenaient', 'douche', 'cela', 'ressemblait', 'plus', 'salle', 'bain', 'ménage', 'laissait', 'également', 'beaucoup', 'désirer', 'lorsque', 'somme', 'arrivés', 'pouvions', 'clairement', 'voir', 'sou', 'canapélit', 'trouvaient', 'gross', 'boule', 'peluches', 'poussière', 'cotonstiges', 'usagés', 'bandes', 'médicaments', 'vides', 'etc', 'manifestement', 'correctement', 'nettoyé', 'depuis', 'ouverture', 'avon', 'attrapé', 'femme', 'ménage', 'couloir', 'avon', 'demandé', 'nettoyer', 'fait', 'choses', 'pas…']",oct 2021,Winchester, Royaume-Uni,octobre 2021,3,no,en
['spidernuit'],"['adore', 'hôtel', 'tout', 'fait', 'goût', 'raffinement', 'chambre', 'superbe', 'lit', 'excellent', 'ainsi', 'équipements', 'restaurant', 'manhattan', 'superbe', 'aussi', 'nourriture', 'bonne', 'rare', 'bref', 'très', 'bonne', 'surprise']",oct 2021,Brignoud, France,octobre 2021,5,yes,fr
"['superbe', 'hôtel']","['magnifique', 'hôtel', 'épuré', 'ligne', 'modernes', 'œuvres', 'exposées', 'magnifiques', 'parfum', 'enivrant', 'station', 'photo', 'rencontre', 'spiderman', 'plus', 'rend', 'cet', 'hôtel', 'part', 'personnel', 'bienveillance', 'professionnelle', 'unique', 'empire', 'state', 'club', 'chouchoute', 'perfection', 'client', 'avon', 'passé', 'merveilleux', 'séjour']",oct 2021,None, None,octobre 2021,5,no,fr
"['séjour', 'incroyable']","['avon', 'passé', 'nuit', 'chambre', 'club', 'empire', 'state', 'avon', 'passé', 'moment', 'merveilleux', 'aimé', 'pouvoir', 'rester', 'plus', 'longtemps', 'enregistrement', 'dédié', 'petitdéjeuner', 'buffet', 'goûter', 'très', 'bons', 'extra', 'forfait', 'enfants', 'vraiment', 'apprécié', 'friandise', 'infinity', 'stone', 'laissée', 'chambre', 'aussi', 'plus', 'proches', 'parcs', 'donc', 'facile', 'entrer', 'sortir', 'rapidement', 'tout', 'peu', 'plus', 'lent', 'contrôles', 'covid', 'devez', 'télécharger', 'application', 'disneyland', 'accélérer', 'enregistrements', 'bar', 'réserver', 'table', 'voir', 'menu', 'chambre', 'super', 'confortable', 'vue', 'lac', 'fantastique', 'tout', 'hôtel', 'magnifique', 'personnel', 'pourrait', 'être', 'plus', 'serviable', 'seule', 'petite', 'déception', 'emplacement', 'skyline', 'bar', 'incroyable', 'étage', 'supérieur', 'vraie', 'vue…']",oct 2021,None, None,octobre 2021,5,no,en
"['exceptionnel', 'veritable', 'reve']","['avon', 'passé', 'jours', 'parfait', 'empire', 'state', 'club', 'eme', 'etage', 'personnel', 'toujours', 'ete', 'tres', 'attentif', 'petits', 'soins', 'oublierons', 'non', 'plus', 'moment', 'pass', 'restaurant', 'manhattan', 'bar', 'skyline', 'boutique', 'top', 'dire', 'hotel', 'dont', 'deco', 'somptueuse', 'rendez', 'photo', 'spiderman', 'comblera', 'enfants', 'bref', 'vrai', 'reve', 'realise', 'merci', 'special', 'ange', 'reception', 'empira', 'state', 'club', 'debora', 'niccolo', 'manhattan', 'tous', 'rendu', 'sejour', 'encore', 'plus', 'inoubliable']",oct 2021,Saint-Jean-d'Angély, France,octobre 2021,5,yes,fr
"['très', 'beau', 'quelques', 'détails', 'revoir']","['hôtel', 'très', 'beau', 'clair', 'déco', 'luminaires', 'vraiment', 'bien', 'pensés', 'chambres', 'très', 'belle', 'aussi', 'bien', 'équipées', 'petit', 'bémol', 'importance', 'balayette', 'dab', 'toilette', 'sans', 'raison', 'particulière', 'toilette', 'bouchées', 'fois', 'lors', 'séjour', 'nuits', 'lavabo', 'faisait', 'aussi', 'quelques', 'caprice', 'vider', 'problème', 'réglage', 'bonde', 'doit', 'normalement', 'rencontrer', 'hôtel', 'revendiquant', 'standing', 'bar', 'très', 'beau', 'aussi', 'tarif', 'demandé', 'attend', 'boire', 'pina', 'colada', 'indigne', 'barman', 'bière', 'pression', 'servie', 'peine', 'fraîche', 'dernier', 'détail', 'pendant', 'deux', 'nuits', 'voisins', 'dessus', 'chambre', 'enfant', 'faisait', 'allers', 'retours…']",oct 2021,Lyon, France,août 2021,3,no,fr
"['musée', 'ouvert']","['bon', 'accueil', 'personnel', 'adorables', 'notamment', 'restaurant', 'évidences', 'réservations', 'manger', 'évidentes', 'cela', 'bref', 'nourriture', 'qualité', 'manhattan', 'gigantisme', 'peu', 'partout', 'accès', 'idéal', 'conseiller']",oct 2021,Saujon, France,octobre 2021,4,no,fr
['whaou'],"['super', 'bon', 'accueil', 'entrée', 'réception', 'pendant', 'activités', 'hôtel', 'piscine', 'dessin', 'rencontre', 'spider', 'man', 'très', 'belle', 'chambre', 'attendais', 'très', 'chouette', 'être', 'côté', 'pied', 'quel', 'plaisir', 'literie', 'plutôt', 'mal', 'ainsi', 'oreillers', 'deux', 'belle', 'salle', 'bains', 'deux', 'beau', 'ecrant', 'avon', 'mal', 'faire', 'fonctionner', 'pense', 'cause', 'pile', 'télécommande', 'mal', 'prise', 'éclairage', 'pratique', 'contre', 'gen', 'discret', 'entend', 'pisine', 'sympa', 'activé', 'apprendre', 'dessiner', 'super', 'chouette', 'avon', 'passé', 'très', 'bon', 'moment', 'cast', 'member', 'sascha', 'spider', 'man', 'hyper', 'cool', 'fils', 'passé', 'super', 'moment', 'étoiles', 'yeux', 'très', 'bon', 'acceuil', 'bar', 'également…']",oct 2021,Etampes, France,octobre 2021,4,yes,fr
['superhôtel'],"['cet', 'hôtel', 'maintenant', 'tellement', 'mieux', 'rénovation', 'fait', 'merveille', 'avon', 'très', 'agréablement', 'surpris', 'chambre', 'spacieuse', 'moderne', 'luxe', 'réception', 'enregistrement', 'bagagerie', 'traités', 'beaucoup', 'gentillesse', 'extérieur', 'également', 'très', 'bien', 'grand', 'espaces', 'peut', 'asseoir', 'soleil', 'ombre', 'bon', 'marché', 'chez', 'mot', 'bon', 'marché', 'existe']",oct 2021,Madrid, Espagne,octobre 2021,5,yes,es
"['superbe', 'dépaysant']","['superbe', 'hôtel', 'cadre', 'chambres', 'magnifiques', 'ambiance', 'new', 'york', 'regardant', 'fenêtre', 'restaurant', 'manhattan', 'top', 'personnel', 'top', 'seul', 'bémol', 'arrivée', 'sécurité', 'normal', 'voyons', 'premier', 'contrairement', 'personnel', 'hôtel', 'charmant', 'accueil', 'glacial', 'sans', 'bonjour', 'très', 'aimable', 'dommage', 'car', 'premières', 'personnes', 'voit', 'sinon', 'reste', 'sans', 'faute', 'car', 'arrivant', 'tôt', 'monde', 'accueillir', 'sourire', 'reviendra', 'plaisir']",oct 2021,Bécon-Les-Granits, France,octobre 2021,5,no,fr
"['jamais', 'aller', 'hôtels']","['alors', 'encore', 'profiter', 'réservation', 'prévue', 'fin', 'octobre', 'déjà', 'tellement', 'réclamations', 'faire', 'hôtel', 'newyork', 'préviens', 'allez', 'jamais', 'hôtel', 'paris…', 'après', 'incroyables', 'difficultés', 'joindre', 'quelqu', 'téléphone', 'concernant', 'handicap', 'numéro', 'indiqué', 'site', 'internet', 'google', 'répond', 'jamais', 'maintenant', 'email', 'répondent', 'plus', 'réservé', 'dîner', 'mail', 'adresse', 'centrale', 'réservation', 'leurs', 'restaurant', 'restaurant', 'manhattan', 'trois', 'jours', 'plus', 'tard', 'confirmé', 'réservation', 'autre', 'restaurant', 'donc', 'appelé', 'standard', 'patience', 'personne', 'plutôt', 'mal', 'reçu', 'début', 'disant', 'fallait', 'appelle', 'plateforme…']",oct 2021,Neuilly-sur-Seine, France,octobre 2021,1,no,en
"['bel', 'hôtel']","['bel', 'hôtel', 'spacieux', 'impeccablement', 'propre', 'équipé', 'tout', 'confort', 'personnel', 'amical', 'serviable', 'intérieur', 'village', 'donc', 'deux', 'minute', 'pied', 'parcs', 'infinité', 'activités', 'disponibles', 'certainement', 'recommandé']",oct 2021,Naples, Italie,octobre 2021,5,no,it
"['empire', 'state', 'club', 'top']","['hôtel', 'newyork', 'rénové', 'modernisé', 'vraie', 'belle', 'ambiance', 'emplacement', 'choix', 'près', 'parcs', 'disneyland', 'studio', 'bouquet', 'service', 'chambres', 'empire', 'state', 'club', 'permet', 'profiter', 'expérience', 'all', 'inclusive', 'conciergerie', 'personnalisée', 'chambres', 'plus', 'confortables', 'mieux', 'équipées', 'tpzti', 'déjeuner', 'goûter', 'compris', 'possible', 'utiliser', 'bagagerie', 'hôtel', 'tranquillité', 'séjour', 'tout', 'pris', 'charge', 'malheureusement', 'tout', 'ceci', 'prix', 'beaucoup', 'jugeront', 'rédhibitoire', 'personnel', 'hôtel', 'charmant', 'esprit', 'castmembers', 'belle', 'années', 'moins', 'vrai', 'parcs']",oct 2021,Caen, France,octobre 2021,4,yes,fr
"['nuits', 'magiques']","['wahouuu', 'quel', 'hôtel', 'vraiment', 'très', 'beau', 'enfants', 'ravis', 'aussi', 'partout', 'vrai', 'plaisir', 'yeux', 'chambres', 'vraiment', 'superbes', 'lit', 'très', 'agréables', 'bonne', 'nuit', 'service', 'top', 'enfants', 'prendre', 'photo', 'spiderman', 'différentes', 'scènes', 'aller', 'également', 'kid', 'club', 'récupérer', 'livre', 'dessins', 'réservé', 'client', 'hôtel', 'uniquement', 'donc', 'accessible', 'restaurant', 'petit', 'déjeuné', 'dîner', 'très', 'bien', 'service', 'agréable', 'rapide', 'soucis', 'nourriture', 'correct', 'encore', 'bravo', 'cet', 'hôtel', 'réussi', 'beaucoup', 'succès', 'auprès', 'nouvelles', 'enfants', 'parent', 'reviendrons', 'grand', 'plaisir', 'deux', 'nuits', 'étaient…']",oct 2021,Cogolin, France,octobre 2021,5,yes,fr
"['dîner', 'soir']","['viens', 'juste', 'laisser', 'avis', 'restaurant', 'car', 'allé', 'dîner', 'famille', 'jourje', 'doi', 'dire', 'nourriture', 'très', 'bonne', 'semble', 'ambiance', 'entre', 'ouvriers', 'laissait', 'beaucoup', 'désirer', 'remarqué', 'quelque', 'chose', 'parmi', 'ouvriers', 'aimais', 'remarqué', 'toute', 'équipe', 'essayait', 'embêter', 'seule', 'employée', 'dressant', 'table', 'langue', 'connaît', 'alors', 'serveurs', 'parlaient', 'langue', 'donnant', 'éloigne', 'tout', 'temp', 'choses', 'faute', 'cette', 'serveuse', 'harcelée', 'appelle', 'anaïs', 'doi', 'féliciter', 'attitude', 'face', 'situation', 'car', 'influencée', 'attitude', 'collègues', 'offert', 'plus', 'beau', 'sourire', 'client', 'comme', 'doit', 'car', 'problèmes', 'personnel', 'besoin']",oct 2021,None, None,octobre 2021,3,no,es
['parfait'],"['cet', 'hôtel', 'attendais', 'tel', 'établissement', 'weekend', 'famille', 'choisi', 'chambres', 'empire', 'state', 'côté', 'lac', 'grâce', 'cette', 'formule', 'conciergerie', 'occupe', 'occupe', 'tout', 'première', 'fois', 'absolument', 'rien', 'dire', 'négatif', 'chambre', 'parfait', 'plateau', 'courtoisie', 'bienvenu', 'coin', 'lounge', 'très', 'pratique', 'tout', 'personnel', 'petits', 'soins', 'adoré', 'séjour', 'cet', 'hôtel', 'conseille', 'aussi', 'downtown', 'restaurant', 'formule', 'volonté', 'finir', 'piscine', 'endroit', 'idéal', 'détendre', 'après', 'journée', 'cela', 'fait', 'bien', 'fou']",oct 2021,Mondeville, France,octobre 2021,5,yes,fr
['top'],"['top', 'tout', 'simplement', 'hôtel', 'neuf', 'chambre', 'spacieuse', 'super', 'décor', 'restaurant', 'agréable', 'repas', 'petit', 'déjeuner', 'dîner', 'parfait', 'faut', 'penser', 'réserver', 'avant', 'séjour', 'personnel', 'serviable', 'souriant', 'pouvez', 'aller', 'sans', 'hésitation']",oct 2021,Montpellier,None,octobre 2021,5,no,fr
"['magnifique', 'rénovation']","['fan', 'univers', 'avon', 'choisi', 'cet', 'hôtel', 'fils', 'évidemment', 'adore', 'super', 'héros', 'regrette', 'tout', 'choix', 'dès', 'arrivée', 'avon', 'charmé', 'déco', 'travaillent', 'check', 'restaurant', 'bar', 'chambre', 'magnifique', 'avon', 'bien', 'dormi', 'super', 'choix', 'dowtown', 'soir', 'petit', 'déjeuner', 'seul', 'regret', 'avoir', 'prendre', 'petit', 'déjeuner', 'manhattan']",oct 2021,None, None,septembre 2021,5,yes,fr
['splendide'],"['magnifique', 'hôtel', 'accueil', 'grandiose', 'chambres', 'spacieuses', 'propres', 'surtout', 'fort', 'bien', 'insonorisées', 'télévision', 'tout', 'simplement', 'incroyable', 'personnel', 'hauteur', 'magie', 'lieu', 'beaucoup', 'professionnalisme', 'attention', 'égard', 'client', 'vraiment', 'très', 'agréable', 'petit', 'souci', 'technique', 'salle', 'bain', 'appel', 'réception', 'minute', 'après', 'charmant', 'monsieur', 'arrive', 'résout', 'problème', 'sourire', 'magical', 'place', 'merci', 'tous', 'cet', 'engagement', 'lieu', 'unique', 'mondepour', 'moment']",oct 2021,Normandie, France,septembre 2021,5,no,fr
"['séjour', 'merveilleux']","['alors', 'commencer', 'venons', 'rentrer', 'petit', 'long', 'weekend', 'hôtel', 'new', 'york', 'tout', 'simplement', 'sublime', 'décoration', 'œuvres', 'hall', 'étages', 'chambres', 'tout', 'simplement', 'merveilleuses', 'seule', 'envie', 'décrocher', 'rentrer', 'avon', 'affaire', 'réception', 'empire', 'tiens', 'vraiment', 'vraiment', 'remercier', 'tout', 'personnel', 'toute', 'équipe', 'leurs', 'disponibilités', 'leurs', 'sérieux', 'tout', 'monde', 'petit', 'soin', 'avon', 'fêté', 'anniversaire', 'petite', 'fille', 'souvenir', 'inoubliable', 'tenon', 'remercier', 'nair', 'réception', 'empire', 'accueil', 'gentillesse', 'petite', 'attention', 'fille', 'vraiment', 'top', 'tous…']",oct 2021,None, None,septembre 2021,5,yes,fr
"['très', 'bel', 'hôtel', 'très', 'mauvaise', 'insonorisation']","['très', 'bel', 'hôtel', 'extrêmement', 'bien', 'situé', 'proximité', 'immédiate', 'village', 'parcs', 'personnel', 'accueillant', 'ensemble', 'jolies', 'chambres', 'literie', 'confortable', 'télé', 'personnalisée', 'hôtel', 'très', 'propre', 'parking', 'surveillé', 'facile', 'accès', 'équipements', 'hôtel', 'piscine', 'salle', 'sport', 'héro', 'station', 'bagagerie', 'très', 'pratique', 'bien', 'organisée', 'dame', 'gérait', 'skyline', 'midi', 'très', 'désagréable', 'forçant', 'tout', 'prix', 'télécharger', 'carte', 'bar', 'refusant', 'laisser', 'entrer', 'tant', 'fait', 'téléphone', 'alors', 'indiquions', 'vouloir', 'coca', 'faudrait', 'revoit', 'manière', 'aborder', 'client', 'dommage', 'car', 'autres', 'personnes', 'gentilles', 'attentionnés', 'mauvaise', 'insonorisation…']",oct 2021,Toulouse, France,octobre 2021,4,no,fr
"['séjour', 'rêve', 'hotel', 'new', 'york']","['rentrons', 'tout', 'juste', 'séjour', 'nuits', 'disneyland', 'paris', 'avon', 'chance', 'découvrir', 'petit', 'bijou', 'hôtel', 'juste', 'incroyable', 'magnifique', 'chambres', 'très', 'confortables', 'dormi', 'comme', 'bébés', 'miroir', 'incroyable', 'oeuvre', 'déco', 'géniales', 'avon', 'trouvé', 'idée', 'super', 'hero', 'station', 'innovante', 'unique', 'restaurant', 'manhattan', 'bonne', 'carte', 'somme', 'régalés', 'avon', 'préféré', 'downtown', 'plus', 'bruyant', 'moins', 'chaleureux', 'point', 'honneur', 'bar', 'skyline', 'service', 'personnel', 'somme', 'rentrés', 'soir', 'fin', 'journée', 'puis', 'avon', 'décidé', 'prendre', 'cocktail', 'fille', 'perdue', 'peluche', 'village', 'chemin', 'retour', 'pleurait', 'arrivant', 'bar', 'le…']",sept 2021,None, None,septembre 2021,5,no,fr
"['bon', 'mauvais']","['examen', 'hôtel', 'new', 'york', 'arrivée', 'hôtel', 'plutôt', 'tendu', 'sortir', 'taxi', 'sécurité', 'ordonne', 'immédiatement', 'aller', 'gauche', 'droite', 'scan', 'sac', 'bracelet', 'covid', 'vérification', 'application', 'puis', 'scan', 'corp', 'sécurité', 'travers', 'porte', 'compréhensible', 'sécurité', 'doive', 'produire', 'malheureusement', 'cette', 'première', 'impression', 'accueil', 'agréable', 'prépare', 'instantanément', 'terrain', 'perte', 'magie', 'enregistrement', 'avon', 'mal', 'commencé', 'séjour', 'air', 'france', 'perdu', 'bagages', 'haussé', 'épaules', 'chaque', 'question', 'côté', 'positif', 'enregistrement', 'luca', 'maria', 'exceptionnelle', 'avon', 'expliqué', 'situation', 'tout', 'fait', 'aider', 'très', 'reconnaissants', 'cette', 'aide', 'bienvenue', 'chambre', 'charmante', 'confortable', 'excellents', 'lit', 'tout', 'dont', 'besoin', 'seulement']",sept 2021,None, None,septembre 2021,4,no,en
"['excellent', 'accueil', 'personnel', 'attentionné', 'literie', 'très', 'confortable']","['séjour', 'jours', 'nuits', 'prise', 'charge', 'service', 'express', 'afin', 'gagner', 'temp', 'fou', 'sortant', 'tgv', 'excellent', 'accueil', 'réception', 'empire', 'lounge', 'grand', 'merci', 'alizée', 'bonne', 'humeur', 'attention', 'très', 'bonne', 'literie', 'chambre', 'calme', 'très', 'très', 'propre', 'merci', 'personnel', 'petits', 'déjeuners', 'gouters']",sept 2021,Nantes, France,septembre 2021,5,no,fr
"['donc', 'proche']","['fantastique', 'rénovation', 'ancien', 'hôtel', 'new', 'york', 'chambres', 'exceptionnelles', 'très', 'propre', 'sent', 'neuf', 'bar', 'skyline', 'génial', 'cocktail', 'très', 'puissants', 'chers', 'tout', 'art', 'autour', 'hôtel', 'fait', 'beaucoup', 'voir', 'station', 'héros', 'très', 'amusante', 'avon', 'mangé', 'hôtel', 'car', 'avon', 'avoir', 'réservation', 'seuls', 'deux', 'problèmes', 'ascenseurs', 'attendu', 'longtemps', 'matin', 'arriver', 'rezdechaussée', 'ramasser', 'email', 'dédié', 'hôtel', 'non', 'plus', 'part', 'beau', 'séjour']",sept 2021,Castleford, Royaume-Uni,septembre 2021,4,yes,en
"['weekend', 'famille']","['superbe', 'rénovation', 'hôtel', 'fan', 'régalent', 'chambres', 'modernesrefaites', 'goût', 'salle', 'bain', 'neuve', 'télévision', 'incrustée', 'miroir', 'géniale', 'piscine', 'eau', 'degrés', 'baignade', 'extérieure', 'septembre', 'serviette', 'prêtées', 'piscine', 'personnel', 'très', 'serviable', 'agréable', 'étoiles', 'méritées', 'belle', 'découverte', 'superbe', 'weekend']",sept 2021,Vire-Normandie, France,septembre 2021,5,no,fr
"['ambiance', 'superhéroïque']","['excellent', 'relooking', 'hôtel', 'new', 'yorkais', 'disneyland', 'paris', 'incontournable', 'amoureux', 'univers', 'ceux', 'veulent', 'passer', 'séjour', 'luxueux', 'hôtel', 'dispose', 'excellents', 'service', 'excellent', 'traitement', 'gentillesse', 'personnel', 'hôtel', 'grande', 'variété', 'qualité', 'restaurant', 'manhattan', 'centreville', 'atmosphère', 'marvelienne', 'respire', 'tout', 'hôtel', 'authentique', 'merveille', 'répéterons', 'sans', 'aucun', 'doute']",sept 2021,Tona, Espagne,septembre 2021,5,no,es
"['bon', 'hôtel', 'mauvaise', 'nourriture']","['infrastructure', 'hôtel', 'généralement', 'très', 'bonnes', 'chambres', 'confortables', 'bien', 'équipées', 'personnel', 'attentionné', 'sympathique', 'restaurant', 'laissent', 'beaucoup', 'désirer', 'également', 'coeliaque', 'vont', 'qualité', 'régulière', 'qualité', 'terrible', 'hôtel', 'cette', 'catégorie', 'devraient', 'faire', 'examiner']",sept 2021,Madrid, Espagne,septembre 2021,3,no,es
['deception'],"['rénovation', 'agréable', 'décoration', 'actuelle', 'très', 'grosse', 'déception', 'arrivée', 'chambres', 'choisies', 'moment', 'réservation', 'celles', 'attribuées', 'battre', 'avoir', 'deux', 'grand', 'lit', 'double', 'réservé', 'voulaient', 'absolument', 'faire', 'dormir', 'fils', 'deux', 'sofa', 'bed', 'serviette', 'toilette', 'tachées', 'poussière', 'partout', 'étagère', 'salle', 'bains', 'sou', 'lit', 'grille', 'climatisation', 'après', 'passage', 'femme', 'chambre', 'retrouvé', 'doudous', 'fils', 'sol', 'sou', 'lit', 'secouer', 'draps', 'sans', 'prendre', 'peine', 'ramasser', 'doudous', 'tombés', 'baignoire', 'pourtant', 'neuve', 'émaillée', 'tiroir', 'sou', 'cafetière', 'plein', 'toile', 'araignée']",sept 2021,None, None,septembre 2021,2,no,fr
"['belle', 'thématique', 'hôtel', 'normes', 'nettoyage', 'chambre', 'hôtel', 'faibles']","['séjourné', 'art', 'pendant', 'nuits', 'septembre', 'belle', 'thématisation', 'équilibrée', 'sans', 'paraître', 'trop', 'fantaisiste', 'super', 'ambiance', 'adultes', 'super', 'activités', 'enfants', 'problèmes', 'majeurs', 'propreté', 'chambre', 'absence', 'lors', 'enregistrement', 'chambre', 'premier', 'jour', 'essuyé', 'toutes', 'surface', 'précaution', 'part', 'surpris', 'voir', 'quel', 'point', 'surface', 'sale', 'grand', 'miroir', 'chambre', 'essuyé', 'moment', 'donné', 'avant', 'séjour', 'enfant', 'chambre', 'car', 'petite', 'empreintes', 'main', 'tach', 'lèvres', 'partout', 'moitié', 'inférieure', 'miroir', 'jours', 'rentrant', 'chambre', 'pause', 'midi', 'parcs', 'chambre', 'nettoyée', 'changée', 'première', 'occurrence', 'informé', 'réception', 'dit', 'chambres', 'récemment', 'libérées…']",sept 2021,None, None,septembre 2021,3,no,en
"['super', 'séjour', 'rénovation', 'top']","['ravie', 'avoir', 'séjourner', 'cet', 'hôtel', 'très', 'bien', 'rénové', 'ambiance', 'incroyable', 'chambres', 'très', 'modernes', 'miroir', 'écran', 'impressionnant', 'personnel', 'petit', 'soin', 'surtout', 'serveurs', 'petit', 'déjeuner', 'reviendrons', 'plaisir', 'pendant', 'promos', 'car', 'reste', 'budget']",sept 2021,Brunoy, France,juillet 2021,5,no,fr
"['magnifique', 'hotel', 'bon', 'service']","['chambre', 'très', 'grand', 'lit', 'tres', 'confortable', 'comme', 'musée', 'partout', 'voit', 'tableau', 'magnifique', 'service', 'agréable', 'mangé', 'restaurant', 'manhattan', 'plat', 'bien', 'copu', 'délicieux', 'service', 'parfait', 'vaut', 'coup', 'payer', 'endroit', 'magnifique']",sept 2021,None, None,septembre 2021,5,no,fr
['top'],"['magnifique', 'hôtel', 'galerie', 'art', 'exceptionnelle', 'hôtel', 'plaira', 'aussi', 'bien', 'enfants', 'plus', 'grand', 'avon', 'séjourné', 'chambre', 'supérieure', 'vue', 'jardin', 'rien', 'dire', 'deco', 'épurée', 'pointe', 'présence', 'bouilloire', 'machine', 'café', 'capsule', 'thé', 'petit', 'frigo', 'table', 'repasser', 'coffrefort', 'sèche', 'cheveux', 'visite', 'guidée', 'faite', 'allan', 'merci', 'bonne', 'humeur', 'très', 'intéressante', 'ludique', 'recommandons', 'tous', 'dure', 'environ', 'gratuite', 'réserver', 'réception', 'avon', 'bien', 'retenu', 'leçon', 'hôtel', 'hôtel', 'newyork', 'the', 'art', 'dehors', 'cette', 'visite', 'hésitez', 'balader', 'chaque', 'étage', 'rdc', 'car', 'belles…']",sept 2021,None, None,septembre 2021,5,no,fr
"['grand', 'art', 'style', 'service', 'médiocre']","['hôtel', 'magnifique', 'fan', 'merveille', 'serum', 'élément', 'cependant', 'cela', 'coût', 'coût', 'service', 'médiocre', 'restaurant', 'lenteur', 'service', 'boissons', 'bar', 'aussi', 'charge', 'charge', 'simple', 'thé', 'chambre', 'coûte', 'euro', 'pourraient', 'faire', 'tellement', 'mieux', 'clair', 'argent', 'tout', 'compte']",sept 2021,None, None,septembre 2021,3,no,en
"['luxe', 'superhéros']","['réforme', 'menée', 'récemment', 'autour', 'monde', 'excellente', 'références', 'continues', 'feuilles', 'écrans', 'bar', 'apparition', 'spiderman', 'vaisseaux', 'spatiaux', 'ligne', 'droites', 'références', 'monde', 'bande', 'dessinée', 'villes', 'superhéros', 'chambres', 'très', 'spacieuses', 'chambres', 'familiales', 'lit', 'double', 'matelas', 'draps', 'excellente', 'qualité', 'parfaitement', 'climatisé', 'insonorisé', 'grande', 'télévision', 'intégrée', 'comme', 'miroir', 'café', 'eau', 'gratuits', 'luxe', 'authentique', 'beaucoup', 'goût', 'références', 'autre', 'partie', 'nom', 'new', 'york', 'bon', 'petit', 'déjeuner', 'possibilité', 'café', 'expresso', 'différents', 'plat', 'servis', 'table', 'raison', 'pandémie']",sept 2021,Madrid, Espagne,septembre 2021,5,yes,es
"['excellent', 'séjour', 'surtout', 'fan']","['séjourné', 'ici', 'vacances', 'famille', 'pendant', 'quelques', 'nuits', 'avon', 'opté', 'chambre', 'terrasse', 'jardin', 'recommande', 'vivement', 'car', 'aucune', 'autres', 'chambres', 'balcon', 'terrasses', 'entièrement', 'privées', 'seulement', 'petite', 'plantes', 'entre', 'chaque', 'terrasse', 'cela', 'dérangeait', 'chambres', 'bonne', 'taille', 'seule', 'demande', 'avoir', 'plus', 'rangement', 'seule', 'penderieespace', 'rangement', 'toute', 'pièce', 'familles', 'plus', 'nombreuses', 'celles', 'enfants', 'peuvent', 'avoir', 'besoin', 'faire', 'preuve', 'créativité', 'matière', 'rangement', 'salle', 'bain', 'super', 'baignoire', 'bonne', 'taille', 'douche', 'tête', 'personnel', 'toujours', 'sympathique', 'professionnel', 'faire', 'réservation', 'deux', 'restaurant', 'avant', 'séjour', 'car', 'aucune', 'disponibilité', 'application', 'concierge', 'aucun', 'problème', 'organiser', 'cela', 'recommanderais', 'également', 'visite', 'au…']",sept 2021,Glasgow, United Kingdom,septembre 2021,5,yes,en
